CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006580-RA,0.006235544,24,84,110,127,70,50,107,80,116,92,106,109,99,168,147,171,136,118,139,parkin ,GO:1900407, GO:0006511, GO:0005794, GO:0005737, GO:0031624, GO:0000209, GO:0000151, GO:0032436, GO:0061630, GO:0042981, GO:0005783, GO:0000422, GO:0005829, GO:0001933, GO:0010821, GO:0031624, GO:0061630, GO:0000209, GO:0000422, GO:0001933, GO:0006511, GO:0010821, GO:0032436, GO:0042981, GO:1900407, GO:0000151, GO:0005737, GO:0005739, GO:0005783, GO:0005794, GO:0005829, GO:0046872, GO:0005739, GO:0050896, GO:0009966, GO:0005829, 
AGAP029577-RA,0.029078823,12,713,1005,1021,367,304,661,399,599,648,637,643,559,313,437,482,373,378,370,unspecified product ,GO:1901575, GO:0044248, GO:0006400, GO:0000049, GO:0003824, GO:0003824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009901-RA,0.006235544,24,983,1238,1578,969,682,1245,862,1164,1167,1043,1085,778,1591,1818,1624,1848,1197,1763,diphosphoinositol-polyphosphate diphosphatase ,GO:1901909, GO:0005737, GO:0071543, GO:0008486, GO:1901911, GO:0005634, GO:1901907, GO:0034431, GO:0034432, GO:0000298, GO:0050072, GO:0000298, GO:0008486, GO:0034431, GO:0034432, GO:0050072, GO:0071543, GO:1901907, GO:1901909, GO:1901911, GO:0005634, GO:0005737, GO:0016787, GO:0016787,,,,,,,,,,,,,
AGAP012335-RA,0.001007748,24,205,267,321,197,126,249,166,219,201,181,153,173,266,300,285,364,227,295,structure-specific recognition protein 1 ,GO:1902275, GO:0035101, GO:0031491, GO:0042393, GO:0031491, GO:0042393, GO:0035101, GO:0006281, GO:0006260, GO:0003677, GO:0005634, GO:0003677, GO:0003677, GO:0006260, GO:0006281, GO:0006974, GO:0005634, GO:0005634, GO:0005694,,,,,,,,,,,,,,,,,,
AGAP003153-RB,0.017446449,20,90.2514,99.4285,162.342,114.643,100.786,496.969,166.905,467.825,319.098,221.007,199.587,159.71,224.872,134.387,129.766,187.059,114.665,92.0861,V-type proton ATPase catalytic subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q5TTG1] ,GO:1902600, GO:0046961, GO:0046961, GO:0005774, GO:0005886, GO:1902600, GO:0046961, GO:0046961, GO:0005774, GO:0005886, GO:1902600, GO:0046961, GO:0046961, GO:0005774, GO:0005886, GO:1902600, GO:0046961, GO:0046961, GO:0005774, GO:0005886, GO:0005524, GO:0033180, GO:0046933, GO:1902600, GO:0046961, GO:0046034, GO:0005524, GO:0046961, GO:0046034, GO:1902600, GO:0033180, GO:0000166, GO:0005524, GO:0006811, GO:0046933, GO:0005524, 
AGAP005553-RA,0.037253837,20,300.215,382.205,566.997,691.038,441.338,1089.39,500.266,1071.75,1077.4,1011.46,1080,1126.18,395.416,482.437,405.224,527.467,427.289,445.003,cellular retinaldehyde binding protein ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007354-RA,0.037253837,16,119,164,269,180,80,192,289,463,556,669,502,662,212,225,254,275,190,296,phosphatidylinositol transfer protein SEC14 ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004339-RA,0.001007748,20,155,242,304,245,166,336,107,196,160,117,105,90,180,207,189,242,182,251,cellular retinaldehyde binding protein ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007353-RA,0.001971123,24,43,33,33,47,31,50,64,129,94,281,233,242,117,83,62,85,34,80,phosphatidylinositol transfer protein SEC14 ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005388-RA,4.77E-05,24,69.6034,84.6074,136.064,44.596,34.6039,103.035,18.5218,24.3965,18.2519,55.0068,31.3853,23.2658,100.618,120.701,71.314,203.088,122.687,180.375,cellular retinaldehyde binding protein ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003733-RA,0.006235544,20,46,55,66,88,53.3321,123,58,73,76,51,33,85,41,31,30,54,71,87,alpha-tocopherol transfer protein-like protein ,GO:1902936, GO:1902936, GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005387-RA,7.41E-04,24,39.3966,38.3926,83.9357,33.404,19.3961,56.9647,14.4782,31.6035,21.7481,45.9932,42.6147,54.7342,56.3816,78.2987,70.686,119.912,81.3131,119.625,cellular retinaldehyde binding protein ,GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003734-RA,2.63E-04,24,20,37,54,61,36,141,23,39,56,2,14,12,8,12,6,14,23,21,unspecified product ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004762-RA,0.048019251,20,4,13,11,17,10,31,16,20,12,4,6,6,7,9,8,16,3,19,alpha-tocopherol transfer protein-like protein ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009380-RA,0.021062151,24,12,17,24,5,11,23,3,8,2,0,4,6,1,0,0,0,5,9,cellular retinaldehyde-binding protein ,GO:1902936, GO:1902936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008640-RA,3.66E-04,20,574,708,819,924,622,1462,1084,1790,1820,774,626,819,683,699,526,969,709,660,unspecified product ,GO:1903818, GO:0032222, GO:0030431, GO:0048511, GO:0031225, GO:0005886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008749-RA,0.037253837,12,46,67,97,66,55,100,113,160,145,84,78,79,91,126,130,142,87,85,"ER degradation enhancer, mannosidase alpha-like 3 ",GO:1904382, GO:1904380, GO:0044322, GO:0016020, GO:0005509, GO:0004571, GO:0005975, GO:0003824, GO:0004571, GO:0005509, GO:0016787, GO:0016798, GO:0008152, GO:0016020,,,,,,,,,,,,,,,,,,,,,,,
AGAP006535-RA,0.008053382,16,62,44,74,43,33,72,40,51,45,43,46,27,94,73,93,81,49,56,outer segment 1 ,GO:1905515, GO:0030991, GO:0097730, GO:0035721, GO:0061512, GO:0035721, GO:0061512, GO:1905515, GO:0030991, GO:0097730, GO:0005515, GO:0060271, GO:0060271,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008027-RB,0.02253974,20,291.368,516.402,432.318,267.653,190.618,487.759,371.778,624.44,603.483,982.493,1091,1063.88,612.769,691.712,485.484,529.399,852.621,437.868,Slowmo ,GO:1990050, GO:0015914, GO:0005758, GO:0005758, GO:0005758, GO:0005758, GO:0005758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004196-RA,0.008053382,20,179,200,248,209,180,243,191,205,200,151,136,133,303,228,185,339,219,289,unspecified product ,GO:1990221, GO:0005739, GO:0016226, GO:0016226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011244-RA,0.001397691,24,140,206,170,104,95,132,89,93,77,86,74,68,208,191,196,237,260,191,rRNA 2'-O-methyltransferase fibrillarin ,GO:1990258, GO:0008649, GO:0031167, GO:0003723, GO:0005730, GO:1990259, GO:0031428, GO:0032040, GO:0000494, GO:0015030, GO:0003723, GO:0008649, GO:1990259, GO:0000494, GO:0031167, GO:1990258, GO:0015030, GO:0031428, GO:0032040, GO:0003723, GO:0006364, GO:0008168, GO:0003723, GO:0008168, GO:0006364,,,,,,,,,,,,
AGAP005715-RB,0.001971123,24,294.198,441.971,402.29,182.242,80.618,394.07,53.4387,212.335,205.599,170.018,93.6598,113.297,145.669,206.721,234.538,313.267,230.791,312.375,Autophagy-related protein 13 [Source:UniProtKB/TrEMBL;Acc:Q7Q6R5] ,GO:1990316, GO:0000407, GO:0000423, GO:0034497, GO:0034727, GO:0019898, GO:0005829, GO:0019887, GO:0019901, GO:0000045, GO:0000422, GO:0000423, GO:0016236, GO:0032147, GO:0034497, GO:0034727, GO:0044804, GO:0000407, GO:0005829, GO:0019898, GO:1990316, GO:1990316, GO:0006914, GO:0000045, GO:0006914, GO:0006914, GO:1990316, GO:0000045, GO:1990316, GO:0006914, GO:0000045, GO:0006914, GO:0006914, GO:1990316, GO:0000045,,
AGAP005711-RA,0.003536595,24,1290,2108,2174,1170,1000,2083.46,1141,1816,1838.68,659.184,521,422,816,1039,1387,1183.28,956,845,clock ,GO:1990513, GO:0000978, GO:0000981, GO:0006357, GO:0032922, GO:0005737, GO:0046983, GO:0045944, GO:0005667, GO:0005634, GO:0006355, GO:0003700, GO:0003677, GO:0003700, GO:0046983, GO:0006355, GO:0005634, GO:0005634, GO:0005667, GO:0005737,,,,,,,,,,,,,,,,,
AGAP001281-RA,0.037253837,24,159.107,265.999,294.079,165.67,107.999,413.711,316.132,414.339,477.063,603.51,439.29,698.986,270.283,342.87,399.994,475.826,250.833,424.472,potassium inwardly-rectifying channel subfamily J ,GO:1990573, GO:0005886, GO:0005242, GO:0034765, GO:0005242, GO:0034765, GO:1990573, GO:0016021, GO:0005242, GO:0006813, GO:0005242, GO:0005244, GO:0006811, GO:0006813, GO:0006813, GO:0034765, GO:0016020, GO:0016021, GO:0016021, GO:0034765, GO:0016021, GO:0005242, GO:0006813, GO:0005242, GO:0005244, GO:0006811, GO:0006813, GO:0006813, GO:0034220, GO:0034765, GO:0071805, GO:0016020, GO:0016021, GO:0016021,,,
AGAP001281-RB,0.004735301,20,126.78,64.5808,260.465,181.33,116.963,240.167,232.868,301.484,430.825,326.446,246.632,330.915,312.717,195.915,317.786,244.022,86.1674,168.127,potassium inwardly-rectifying channel subfamily J ,GO:1990573, GO:0005886, GO:0005242, GO:0034765, GO:0005242, GO:0034765, GO:1990573, GO:0016021, GO:0005242, GO:0006813, GO:0005242, GO:0005244, GO:0006811, GO:0006813, GO:0006813, GO:0034765, GO:0016020, GO:0016021, GO:0016021, GO:0034765, GO:0016021, GO:0005242, GO:0006813, GO:0005242, GO:0005244, GO:0006811, GO:0006813, GO:0006813, GO:0034220, GO:0034765, GO:0071805, GO:0016020, GO:0016021, GO:0016021,,,
AGAP005088-RA,4.77E-05,24,1422.39,1912.31,2321.28,2911.26,1836.3,3665.35,3055.69,4276.52,4293.9,8923.77,10412.6,7044.47,4176.86,4773.36,4781.81,4085.5,2466.69,2854.45,unspecified product ,GO:1990817, GO:0048255, GO:1990817, GO:1990817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008164-RA,0.003536595,24,39,55,66,30,33,50,17,39,39,22,33,23,58,46,34,65,47,48,La-related protein 7 ,GO:1990904, GO:0008380, GO:0006397, GO:0005654, GO:0003723, GO:0003676, GO:0005634, GO:0006396, GO:0003676, GO:0003723, GO:0003723, GO:0006396, GO:0005634, GO:1990904,,,,,,,,,,,,,,,,,,,,,,,
AGAP006393-RA,0.006235544,24,155,244,257,239,156,279,243,335,314,200,235,260,239,234,247,272,161,196,unspecified product ,GO:1990919, GO:0071630, GO:1990920, GO:0005634, GO:0071630, GO:0031144, GO:0031144, GO:0071630, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000023-RA,1.76E-04,20,13815,15277,19721,15836,10189,20622,11247,15341,15571,3493,2829,3107,11296,11861,11147,19043,17242,16917,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009635-RA,0.004735301,24,6447,7111,11978,13342,8245,16322,8875,17875,19481,12727,12298,14576,9051,8386,8208,10750,5383,9721,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003547-RA,1.76E-04,24,8356.02,7004.91,10669.8,5025.11,3695.63,6603.1,5057.35,7012.6,7585.66,11397.7,10641.6,11429.4,15473.9,14754.7,13901.9,15171.2,9836.04,13254.3,MORN repeat-containing protein 4 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007663-RA,0.01040207,24,7227,7513,11827,8650,6471,11352,7777,9894,10785,8907,7677,8625,9701,9458,7422,12034,8534,9782,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005091-RB,0.029078823,20,6252.5,7006.53,8350.59,6009.13,3528.31,7473.03,6137.56,10326.6,8920.93,9526.86,11688.4,8224.85,8718.76,11482,11027.7,10155.5,6355.5,8755.82,protein GDAP2 homolog ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008439-RA,0.02253974,20,4384,4632,5717,6465,3913,7012,5955,7705,7668,6628,7765,5285,5929,6796,5681,7865,5183,5401,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002274-RB,0.013521275,24,5492.86,6811.2,7035.26,4587.95,3029.1,4929.23,3559.25,4744.18,5871.85,2960.39,2686.03,1488.98,6475.33,7581.32,7673.92,10607.2,6139.62,5434.19,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011571-RA,0.004735301,20,1868,2095,1932,4867,3037,5607,5279,6176,5672,8303,7946,7695,5415,3283,1962,3518,1530,2473,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009473-RB,0.037253837,20,2471.69,3357.88,3343.99,3759.99,3365.37,4687.22,3693.62,7438.26,4309.97,3350.04,5274.32,4208.28,3286.3,4172.16,2528.04,4610.07,3791.29,3535.98,salivary secreted mucin 3 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008993-RB,0.017446449,20,2715.55,3611.9,3862.58,3130.19,1762.11,3783.72,3125.43,4390.1,3541.37,4265.9,4323.35,4045.22,3747.9,4354.65,4532.71,4103.06,2917.3,3330.36,ITG-containing peptide ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006967-RA,0.008053382,20,2398,2615,3972,2429,1553,3655,2606,3628,3747,4061,3483,4208,4039,3748,3854,4559,2644,3487,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029911-RB,0.006235544,24,1210.65,1802.53,2027.95,1475.13,786.712,1717.47,1286.83,1613.61,2016.82,5868.44,5498.87,3941.57,4628.07,6036.4,6932.73,6019.77,3279.14,4353.23,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010766-RA,0.01040207,20,774.086,1035.54,1825.48,134.597,108.601,179.595,411.429,350.921,522.94,8972.66,7154.59,7622.09,5292.61,4836.37,3527.68,5850.38,3599.69,4167.98,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002619-RA,0.003536595,24,1597,1894,2339,2660,1771,3380,2356,3507,3417,4502,4410,4294,3378,3094,2761,3300,2453,2584,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001096-RA,0.008053382,24,1731,1748,2316,1602,1236,1659,1576,2267,2024,4284,4152,2627,5804,4824,3783,5407,2415,3927,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005617-RB,0.013521275,24,1915.03,3126.08,3792.78,1352.16,1123.83,2400.01,1952.25,1959.47,2749.32,2428.75,2223.24,1712.52,3605.88,3850.32,4375.07,4991.94,3318.22,3355.26,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029512-RB,0.013521275,24,1986.11,2347.66,3025.55,1765.46,1249.51,2280.75,1838.02,2650.46,2771.29,2841.93,2779.87,1794.02,2656.04,3801.33,3843.29,4026.03,2909.16,2865.91,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008036-RA,3.66E-04,24,1853.94,2107.4,2709.82,2848.97,2275,4385.88,2053.14,4686.58,4179.6,2204.61,2354,1870.09,1778.24,2359.52,1599.33,2410.97,1731,1876,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010841-RA,5.38E-04,24,1322,1585,1922,1091,804,1647,1554,2135,2352,4228,3585,3223,3555,3199,3699,4191,1855,2639,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006467-RA,0.001007748,20,2063,2394,4244,4304,2659,7235,1419,2612,3383,557,498,620,1195,1099,1307,2068,2989,1840,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002377-RA,8.74E-05,24,4066,4847,5349,4244,2557,5152,1756,2149,1652,126,204,83,500,812,716,1783,2003,1637,fatty-acid amide hydrolase 2 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011334-RA,0.003536595,24,1614,2015,2537,1927,1340,2849,2003,2460,2569,2209,1819,2090,2170,2162,2142,2605,1880,2332,Failed axon connections protein ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009202-RA,0.002630204,20,1691,1873,2867,2147,1392,2677,1664,2276,2274,1739,1717,1751,2449,2042,1716,3269,1994,2413,selenoprotein T ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010226-RA,0.01040207,20,1199.66,1334.98,1400.13,2025.08,1494.93,2047.99,2504.73,2896.15,2297.62,2460.8,2579.36,2232.47,2147.8,2367.15,1463.59,1956.66,2130.16,1757.22,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001889-RA,1.14E-05,24,296,362,534,1048,857,1001,2554,3968,2814,4386,5569,5100,1986,1670,1338,918,496,805,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028045-RA,0.037253837,20,1077,1872,2020,1103,807,1707,1385,2304,2464,2778,2949,1988,1468,2275,2572,2248,1452,1396,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013096-RA,0.037253837,20,1174.14,1596.3,1818.72,1030.11,769.119,1567.26,1329.02,1688.18,1987.08,3055.13,2665.65,2038,1738.69,1917.27,2268.68,2055.13,1570.82,1863.48,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001174-RA,1.76E-04,24,1164,1439,1592,2439,1270,3566,1978,2078,2321,1490,1207,1632,1403,1275,984,1649,1132,1444,14.5 kDa salivary peptide ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002632-RA,0.003536595,24,1248,1397,3339,2077,1552,5144,1696,1929,3357,1041,437,2125,514,406,509,839,618,1810,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011901-RA,0.013521275,8,1040,1185,1684,1578,1275,1660,1224,1520,1720,2033,1690,1491,1937,1900,1504,2481,1703,1823,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001308-RA,0.008053382,24,541,765,931,756,387,1041,1046,1113,1207,2974,2770,2232,2154,2144,2104,2919,1782,2158,coiled-coil domain-containing protein 64 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008614-RA,1.14E-05,24,1582.92,1707.86,2318.44,2800.18,1703.49,3308.38,1302.61,1684.45,1818.85,1175.3,1056.87,812.345,855.68,1047.09,1016.25,1674.88,1008.28,1255.04,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006410-RB,0.029078823,24,806.668,903.557,1526.21,2103.93,1473.05,3570.87,976.945,2288.69,2390.18,1510.92,1323.43,1685.68,1395.43,1368.59,1350.42,1421.65,911.813,1020.64,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009982-RA,0.004735301,24,1014,1404,1487,813,631,1427,702,1498,1534,1782,1566,2011,2066,2246,2102,1806,1822,1675,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005091-RD,0.002630204,24,902.614,1059.65,1355.93,1000.95,562.822,1383.74,1100.32,1352.01,1604.93,2298.62,1666.78,2070.96,2093.88,1379.6,1800.25,1915.46,1198.53,1248.64,protein GDAP2 homolog ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028464-RA,0.02253974,24,941.787,1120.77,1268.67,1063.84,772.868,1689.5,1263.62,1633.83,1499.88,1681.15,1667.92,1582.89,1686.97,1781.2,1170.87,1708.41,1336.45,1675.55,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007127-RA,0.037253837,20,1013.02,1185.04,1496.03,1100.81,781.6,1362.3,1114.92,1530.49,1822.33,1926.09,1616.78,1336.88,1327.67,1385.5,1852.76,1728.42,955.498,1151.05,regulator of G-protein signaling ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003834-RA,5.38E-04,20,1049,1350,1806,1681,999,2109,923,1185,1343,1257,860,1021,1490,1419,1240,2006,1274,1640,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003767-RA,0.01040207,16,708,665,1263,1076,669,1635,1255,1883,1829,2129,1840,2323,1072,987,913,1351,1075,1223,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028501-RA,0.029078823,8,989,1366,1689,736,528,1241,994,1184,1660.68,1280,1226,868,1458,1421,1876,1649,973,1129,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP028559-RB,0.008053382,20,1213,1415,1606,879,594,1176,886,911,1175,1143,998,750,1290,1461,1568,2120,1133,1447,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029189-RA,0.002630204,20,720.668,1088.42,1048.3,909.594,655.603,1174.63,1288.16,1557.94,1819.54,1592.02,1581.04,1269.86,1117.31,1149.01,1192.76,1409.49,831.141,1011.87,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010640-RB,0.037253837,16,817.232,789.866,1118.46,1148.15,486.296,1358.65,1034.81,1439.41,1444.64,1571.59,1447.77,1159.4,1058.81,1058.48,969.818,1530.24,1667.48,1161.73,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005889-RA,0.048019251,24,822,972,2011,1404,949,3272,720,1067,1556,591,553,2019,746,671,505,758,431,1377,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029405-RA,2.63E-04,24,4655,4683,6602,943,936,1305,121,109,38,2,0,1,2,0,0,94,364,67,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008062-RA,0.029078823,20,679,959,1312,766,577,1154,839,1207,1181,1334,1103,1051,1149,1052,1121,1294,841,1031,chemosensory protein 4 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029109-RC,0.013521275,16,967.106,1170.01,1129.93,696.81,617.433,1022.63,774.049,1100.56,1145.86,1162.27,1309.27,1070.22,1085.76,1074.11,1300.19,1203.67,846.951,878.497,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029911-RA,0.006235544,20,787.335,916.896,1147.22,566.129,462.481,798.671,719.478,1011.75,1166.93,1191.73,1343.07,1083.24,1115.59,1213.2,1685.77,1339.31,696.535,1005.17,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000430-RA,0.029078823,24,666,1030,1207,643,564,1281,956,1267,1333,1019,1248,975,1108,1089,1147,1132,559,895,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011521-RA,0.02253974,24,741,924,1114,921,684,1290,837,1097,1193,1002,1032,1175,1105,1008,884,1215,882,998,28 kDa heat-and acid-stable phosphoprotein ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004873-RA,0.029078823,20,432.925,775.648,1091.29,710.455,539.45,834.286,716.606,996.256,1033.77,2179,2298.04,1338.31,641.808,739.313,1204.58,819.902,433.577,642.176,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029546-RB,0.037253837,24,659.374,942.943,1254.06,778.641,518.674,1177.27,883.766,1096.6,1302.46,1183.3,1114.44,837.128,1047.37,945.536,1137.91,1114.53,713.074,714.77,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029905-RB,0.013521275,24,793.335,1261.24,1470.59,843.595,813.519,1056.76,791.159,1061.07,1146.56,923.228,926.79,711.861,941.59,990.772,911.067,1140.82,676.675,877.44,Trafficking kinesin-binding protein 1 [Source:UniProtKB/TrEMBL;Acc:A0A453Z048] ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011764-RA,0.008053382,16,762,832,1132,759,484,1046,612,912,889,812,926,673,1307,1235,1398,1370,789,883,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002550-RA,5.38E-04,24,207,252,229,187,147,271,243,306,331,2149,2351,1933,1421,1784,1592,1238,795,1024,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003547-RB,0.008053382,24,641.98,668.088,877.18,554.893,416.365,336.898,426.654,356.404,499.34,982.308,1195.36,1229.62,1311.05,1717.27,1412.12,2134.84,808.96,792.743,MORN repeat-containing protein 4 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008909-RA,7.41E-04,24,785,830,1316,1024,864,1365,831,966,1006,575,636,731,925,713,654,1119,791,1064,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010534-RA,0.048019251,24,703,620,877,613,401,721,651,958,854,1368,1185,855,1070,1061,804,1304,807,904,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001699-RA,7.41E-04,24,693.074,769.234,1094.99,1152.99,713,1726.2,747.864,1220.49,1055.86,945.831,749.909,816.096,763.475,649.183,696.124,775.818,409.821,654.224,fatty-acid amide hydrolase 2 ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029366-RA,0.013521275,16,550,640,774.582,1763,374,1405,282.569,332,268,394,395,326,2026,1828.68,1245,1156,992,839,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000804-RA,2.63E-04,24,431,445,735,585,397,865,780,1009,893,1057,1019,1135,1164,953,861,1007,777,787,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010805-RC,7.41E-04,24,192.043,354.512,226.496,638.153,278.995,763.27,981.862,1198.01,1257.2,1770.86,1869.46,1794.52,584.367,528.677,486.966,550.792,279.426,618.43,unspecified product ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
